,Name,Email,Country,Product,Price,Quantity,Date,Total Price
551,Stacy Butler,StacyButler@example.org,Bangladesh,Monitor,50.0,2.0,2014-04-24,100.0
552,Victoria Hernandez,VictoriaHernandez@example.com,Uk,Monitor,40.0,1.0,2004-05-25,40.0
553,Jennifer Solis,JenniferSolis@example.com,India,Phone,80.0,1.0,2005-08-22,80.0
554,Morgan Thompson,MorganThompson@example.net,India,Laptop,200.0,2.0,1989-11-19,400.0
555,Joel Larsen,JoelLarsen@example.net,Canada,Tablet,45.0,3.0,2000-02-09,135.0
556,Tina Salas,TinaSalas@example.net,India,Keyboard,20.0,3.0,2004-12-05,60.0
557,Jeremy Tucker,JeremyTucker@example.net,Usa,Headphones,35.0,1.0,2019-09-27,35.0
558,Gregory Marquez,GregoryMarquez@example.net,Bangladesh,Headphones,35.0,1.0,2011-06-27,35.0
559,David Jacobs,DavidJacobs@example.com,Uk,Keyboard,20.0,2.0,2003-01-24,40.0
560,Patricia Flowers,PatriciaFlowers@example.net,Uk,Phone,60.0,3.0,1991-04-05,180.0
561,Dave Stewart,DaveStewart@example.org,Canada,Monitor,40.0,1.0,2009-08-23,40.0
562,Jennifer Velasquez,JenniferVelasquez@example.org,Usa,Headphones,7.0,1.0,1979-07-01,7.0
563,Jared Willis,JaredWillis@example.org,Uk,Laptop,300.0,1.0,2000-03-20,300.0
564,Jon Shah,JonShah@example.com,Canada,Phone,80.0,2.0,2009-11-02,160.0
565,Tiffany Johnson,TiffanyJohnson@example.net,Usa,Phone,60.0,1.0,1993-03-29,60.0
566,Brian Collins,BrianCollins@example.net,Canada,Laptop,400.0,2.0,2007-03-01,800.0
567,Dawn Williams,DawnWilliams@example.org,Uk,Tablet,90.0,2.0,2025-02-16,180.0
568,Susan Hampton,SusanHampton@example.com,Germany,Tablet,60.0,1.0,2004-05-06,60.0
569,John Patterson,JohnPatterson@example.net,Canada,Keyboard,20.0,1.0,2005-09-09,20.0
570,Christine Lester,ChristineLester@example.org,Uk,Keyboard,30.0,1.0,2021-12-23,30.0
571,Jeremy Tucker,JeremyTucker@example.org,India,Headphones,35.0,2.0,2010-01-19,70.0
572,Joseph Barnes,JosephBarnes@example.com,Usa,Keyboard,15.0,1.0,1995-01-27,15.0
573,Anne Gill,AnneGill@example.org,India,Phone,100.0,3.0,2011-02-04,300.0
574,Cody Hoover,CodyHoover@example.com,India,Laptop,500.0,2.0,2013-08-29,1000.0
575,Michael Pugh,MichaelPugh@example.com,India,Keyboard,15.0,3.0,2000-11-10,45.0
576,Cristian Smith,CristianSmith@example.org,Usa,Headphones,7.0,1.0,1975-01-15,7.0
577,Hannah Love,HannahLove@example.org,Uk,Phone,100.0,3.0,2014-06-13,300.0
578,Katie Clark,KatieClark@example.org,India,Laptop,100.0,3.0,1975-01-22,300.0
579,Phillip Smith,PhillipSmith@example.net,Usa,Monitor,40.0,1.0,2005-06-23,40.0
580,Carl Strong,CarlStrong@example.com,Usa,Headphones,28.0,4.0,2008-09-23,112.0
581,Marcus Jordan,MarcusJordan@example.net,Bangladesh,Laptop,500.0,2.0,2014-06-08,1000.0
582,Amanda Ross,AmandaRoss@example.net,Uk,Monitor,30.0,4.0,1996-02-22,120.0
583,Sarah Knox,SarahKnox@example.com,India,Monitor,30.0,1.0,1996-07-03,30.0
584,Dawn Jones,DawnJones@example.org,Uk,Phone,20.0,2.0,1979-12-22,40.0
585,Heather Johnson,HeatherJohnson@example.net,Canada,Phone,60.0,1.0,1999-09-05,60.0
586,Anthony Malone,AnthonyMalone@example.org,Usa,Headphones,35.0,3.0,2013-08-22,105.0
587,Brandon Mathews,BrandonMathews@example.com,Bangladesh,Phone,80.0,3.0,2006-05-22,240.0
588,Rachel Terrell,RachelTerrell@example.net,Usa,Headphones,28.0,2.0,2008-03-06,56.0
589,Judy Kline,JudyKline@example.org,Germany,Laptop,400.0,3.0,2007-10-13,1200.0
590,Tracy Davis,TracyDavis@example.com,Uk,Monitor,30.0,3.0,2000-07-18,90.0
591,Penny Paul,PennyPaul@example.com,India,Monitor,20.0,1.0,1988-05-14,20.0
592,Amy Pugh,AmyPugh@example.org,India,Keyboard,25.0,3.0,2013-02-18,75.0
593,Donna Turner,DonnaTurner@example.net,Bangladesh,Keyboard,20.0,3.0,2006-02-23,60.0
594,Amy Mayer,AmyMayer@example.net,Usa,Keyboard,10.0,3.0,1981-10-21,30.0
595,Samuel Houston,SamuelHouston@example.net,Bangladesh,Headphones,7.0,4.0,1977-03-27,28.0
596,Megan Combs,MeganCombs@example.com,Bangladesh,Headphones,7.0,2.0,1979-12-10,14.0
597,Stacey Morrow,StaceyMorrow@example.org,Germany,Laptop,600.0,4.0,2024-05-04,2400.0
598,Jared Hester,JaredHester@example.org,Bangladesh,Laptop,200.0,3.0,1987-08-15,600.0
599,Jennifer Cooke,JenniferCooke@example.com,Canada,Tablet,30.0,1.0,1986-03-24,30.0
600,Rhonda Johnson,RhondaJohnson@example.net,Usa,Monitor,50.0,1.0,2013-10-01,50.0
601,Diane Livingston,DianeLivingston@example.com,Uk,Phone,80.0,1.0,2008-07-27,80.0
602,Nicole Soto,NicoleSoto@example.com,Uk,Tablet,60.0,3.0,2001-09-05,180.0
603,Gary Norman,GaryNorman@example.net,Usa,Headphones,35.0,2.0,2012-11-02,70.0
604,Jesse Hernandez,JesseHernandez@example.org,Usa,Keyboard,5.0,3.0,1976-09-27,15.0
605,Clayton Stone,ClaytonStone@example.net,Germany,Tablet,75.0,3.0,2011-03-24,225.0
606,Courtney Jones,CourtneyJones@example.org,Uk,Monitor,30.0,1.0,1993-11-05,30.0
607,Micheal Shannon,MichealShannon@example.org,Uk,Laptop,200.0,2.0,1988-11-07,400.0
608,Maria Davidson,MariaDavidson@example.org,Germany,Keyboard,15.0,2.0,1996-01-11,30.0
609,Christine Lester,ChristineLester@example.net,Canada,Tablet,75.0,1.0,2016-04-15,75.0
610,Tyler Whitaker,TylerWhitaker@example.org,Usa,Laptop,400.0,3.0,2004-04-26,1200.0
611,Darrell Ponce,DarrellPonce@example.net,Usa,Laptop,100.0,3.0,1972-11-06,300.0
612,Curtis Calderon,CurtisCalderon@example.com,Uk,Laptop,300.0,3.0,1993-03-19,900.0
613,Jennifer Miller,JenniferMiller@example.net,Usa,Monitor,20.0,1.0,1989-08-20,20.0
614,Dawn Jones,DawnJones@example.net,Usa,Tablet,75.0,2.0,2015-05-31,150.0
615,Bryan Cooper,BryanCooper@example.net,Uk,Keyboard,30.0,4.0,2025-07-07,120.0
616,Danielle Johnson,DanielleJohnson@example.org,Usa,Laptop,100.0,2.0,1976-11-03,200.0
617,Connie Williams,ConnieWilliams@example.org,Uk,Keyboard,20.0,1.0,2002-04-05,20.0
618,Theresa Watson,TheresaWatson@example.com,Germany,Monitor,50.0,2.0,2015-11-03,100.0
619,Robert Moore,RobertMoore@example.net,Uk,Headphones,28.0,2.0,2008-07-20,56.0
620,Brittany Gardner,BrittanyGardner@example.com,Uk,Laptop,600.0,4.0,2023-06-01,2400.0
621,Sara Mcbride,SaraMcbride@example.net,Bangladesh,Tablet,30.0,2.0,1983-10-21,60.0
622,Amanda Willis,AmandaWillis@example.org,Canada,Headphones,28.0,1.0,2001-10-27,28.0
623,William Pugh,WilliamPugh@example.com,India,Headphones,35.0,1.0,2011-02-07,35.0
624,Mark Camacho,MarkCamacho@example.net,Usa,Headphones,14.0,4.0,1989-05-18,56.0
625,Dawn Jones,DawnJones@example.net,India,Headphones,42.0,3.0,2024-03-20,126.0
626,Ellen Whitehead,EllenWhitehead@example.org,Usa,Headphones,21.0,3.0,2000-10-27,63.0
627,Erin Underwood,ErinUnderwood@example.org,India,Headphones,28.0,3.0,2004-02-22,84.0
628,Thomas Rice,ThomasRice@example.org,Canada,Phone,20.0,3.0,1970-01-23,60.0
629,Kristen Pittman DDS,KristenPittmanDDS@example.org,Germany,Monitor,20.0,2.0,1990-05-18,40.0
630,William Johnson,WilliamJohnson@example.org,Germany,Monitor,50.0,3.0,2017-10-15,150.0
631,Amanda Ross,AmandaRoss@example.org,Uk,Phone,60.0,2.0,1992-02-15,120.0
632,Daniel Dominguez,DanielDominguez@example.com,Usa,Tablet,45.0,1.0,2000-09-08,45.0
633,Emily Torres,EmilyTorres@example.net,Uk,Keyboard,5.0,2.0,1980-09-28,10.0
634,Jessica Mason,JessicaMason@example.com,Germany,Monitor,30.0,1.0,1996-09-30,30.0
635,Steven Finley,StevenFinley@example.net,Usa,Headphones,42.0,1.0,2020-08-02,42.0
636,Christine Lester,ChristineLester@example.org,Usa,Monitor,50.0,4.0,2013-01-22,200.0
637,Phillip Saunders,PhillipSaunders@example.com,Usa,Keyboard,5.0,2.0,1976-09-27,10.0
638,Anthony Taylor,AnthonyTaylor@example.net,Usa,Tablet,60.0,1.0,2006-01-15,60.0
639,Kristina Joseph,KristinaJoseph@example.com,Usa,Monitor,20.0,3.0,1981-06-20,60.0
640,Shelly Haney,ShellyHaney@example.net,India,Headphones,35.0,1.0,2014-09-08,35.0
641,Rodney Moore,RodneyMoore@example.net,Uk,Phone,100.0,1.0,2019-10-05,100.0
642,Grant Dawson,GrantDawson@example.org,Canada,Tablet,90.0,4.0,2021-06-09,360.0
643,Tyler Whitaker,TylerWhitaker@example.org,Uk,Laptop,500.0,1.0,2010-02-19,500.0
644,Renee Brown,ReneeBrown@example.org,Uk,Laptop,500.0,3.0,2015-05-10,1500.0
645,Lindsay Rowe,LindsayRowe@example.net,Canada,Headphones,35.0,2.0,2012-08-10,70.0
646,Tina Clark,TinaClark@example.net,Usa,Keyboard,10.0,2.0,1990-04-22,20.0
647,Christopher Lee,ChristopherLee@example.com,Usa,Keyboard,20.0,3.0,2004-05-25,60.0
648,Matthew Dunn,MatthewDunn@example.net,Usa,Keyboard,20.0,3.0,2005-09-01,60.0
649,Samantha Burke,SamanthaBurke@example.org,India,Monitor,40.0,1.0,2004-04-05,40.0
650,Kimberly Peters,KimberlyPeters@example.com,Canada,Laptop,400.0,1.0,2004-09-10,400.0
651,Lauren Robinson,LaurenRobinson@example.net,Bangladesh,Phone,20.0,3.0,1970-06-04,60.0
652,Jennifer Smith,JenniferSmith@example.com,Bangladesh,Laptop,400.0,1.0,2009-07-21,400.0
653,Jared Owen,JaredOwen@example.org,Uk,Keyboard,20.0,2.0,2002-11-03,40.0
654,Michael Woods,MichaelWoods@example.org,Canada,Keyboard,20.0,2.0,2006-05-28,40.0
655,Christine Harris DDS,ChristineHarrisDDS@example.net,Bangladesh,Headphones,28.0,2.0,2001-02-08,56.0
656,Nicholas Scott,NicholasScott@example.org,Usa,Tablet,75.0,2.0,2012-03-01,150.0
657,Elijah Jones,ElijahJones@example.net,Bangladesh,Laptop,500.0,3.0,2013-04-04,1500.0
658,Sarah Sheppard,SarahSheppard@example.org,Usa,Headphones,28.0,4.0,2007-05-14,112.0
659,Julie Nguyen,JulieNguyen@example.net,India,Tablet,75.0,4.0,2012-10-20,300.0
660,Jason Young,JasonYoung@example.org,Usa,Phone,20.0,1.0,1976-03-08,20.0
661,Ashley Savage,AshleySavage@example.net,Canada,Phone,20.0,3.0,1980-02-05,60.0
662,Melissa Davis,MelissaDavis@example.net,Bangladesh,Headphones,35.0,3.0,2014-12-13,105.0
663,Michael Snyder,MichaelSnyder@example.org,Uk,Headphones,28.0,3.0,2007-03-27,84.0
664,Dawn Jones,DawnJones@example.org,Uk,Keyboard,15.0,1.0,1997-04-10,15.0
665,Anthony Quinn,AnthonyQuinn@example.com,Usa,Laptop,300.0,2.0,2000-11-16,600.0
666,Melissa Moon,MelissaMoon@example.net,India,Keyboard,20.0,2.0,2005-11-18,40.0
667,Jonathan Porter,JonathanPorter@example.org,Canada,Headphones,35.0,4.0,2015-09-12,140.0
668,Mr. Robert Williams,Mr.RobertWilliams@example.com,Bangladesh,Phone,100.0,4.0,2017-10-01,400.0
669,Eileen Shaffer,EileenShaffer@example.com,Canada,Laptop,500.0,1.0,2016-12-19,500.0
670,Michael Porter,MichaelPorter@example.org,Canada,Keyboard,25.0,4.0,2017-07-12,100.0
671,John Vasquez,JohnVasquez@example.org,India,Headphones,35.0,2.0,2011-02-08,70.0
672,Kirk Carroll,KirkCarroll@example.com,Canada,Keyboard,15.0,2.0,2000-01-21,30.0
673,Jason Hansen,JasonHansen@example.org,Uk,Monitor,50.0,3.0,2012-08-15,150.0
674,Melissa Howard,MelissaHoward@example.org,Usa,Laptop,500.0,1.0,2019-11-20,500.0
675,William Mason,WilliamMason@example.net,Uk,Keyboard,30.0,4.0,2024-03-11,120.0
676,Jack Thompson,JackThompson@example.org,Bangladesh,Keyboard,5.0,3.0,1976-01-17,15.0
677,Julie Nguyen,JulieNguyen@example.net,Uk,Laptop,500.0,1.0,2016-10-04,500.0
678,Melissa Haas,MelissaHaas@example.com,Usa,Monitor,40.0,2.0,2002-02-15,80.0
679,Linda Mcbride,LindaMcbride@example.org,Usa,Headphones,7.0,4.0,1970-02-12,28.0
680,Dr. Bernard Lewis MD,Dr.BernardLewisMD@example.org,Uk,Keyboard,15.0,2.0,1994-06-28,30.0
681,Danielle Horne,DanielleHorne@example.com,India,Laptop,300.0,4.0,1991-08-07,1200.0
682,Zachary Bowers,ZacharyBowers@example.org,Usa,Monitor,40.0,2.0,2002-03-08,80.0
683,Joshua Robinson,JoshuaRobinson@example.org,Usa,Phone,100.0,4.0,2017-06-07,400.0
684,Dustin Pineda,DustinPineda@example.net,Uk,Phone,100.0,3.0,2011-08-01,300.0
685,Kimberly Matthews,KimberlyMatthews@example.org,Canada,Monitor,60.0,2.0,2020-04-26,120.0
686,Blake Anderson,BlakeAnderson@example.org,Usa,Keyboard,15.0,1.0,2000-02-10,15.0
687,Stephanie Cross,StephanieCross@example.com,Uk,Monitor,10.0,2.0,1973-11-10,20.0
688,Gary Jennings,GaryJennings@example.net,Usa,Tablet,45.0,2.0,1992-03-11,90.0
689,Kimberly Ellis,KimberlyEllis@example.org,Usa,Tablet,15.0,4.0,1970-03-20,60.0
690,Christine Lester,ChristineLester@example.com,Usa,Keyboard,10.0,3.0,1990-12-25,30.0
691,Tyler Whitaker,TylerWhitaker@example.org,India,Phone,80.0,4.0,2001-01-22,320.0
692,Katie Garcia,KatieGarcia@example.com,Uk,Laptop,400.0,3.0,2004-08-23,1200.0
693,Tammy Rodgers,TammyRodgers@example.net,Bangladesh,Tablet,45.0,1.0,1991-03-05,45.0
694,Dawn Jones,DawnJones@example.org,Usa,Monitor,60.0,3.0,2024-05-27,180.0
695,Travis Sharp,TravisSharp@example.com,India,Tablet,60.0,2.0,2008-02-11,120.0
696,Savannah Hopkins,SavannahHopkins@example.net,Uk,Tablet,75.0,3.0,2014-01-19,225.0
697,Lisa Taylor,LisaTaylor@example.org,Usa,Laptop,300.0,3.0,2000-11-08,900.0
698,Matthew Shepherd,MatthewShepherd@example.com,Usa,Keyboard,10.0,2.0,1984-04-26,20.0
699,Michaela Francis,MichaelaFrancis@example.net,Canada,Monitor,40.0,4.0,2006-02-05,160.0
700,Jennifer Stevens,JenniferStevens@example.com,Bangladesh,Headphones,35.0,3.0,2011-12-21,105.0
701,Caitlin Mitchell,CaitlinMitchell@example.com,Uk,Headphones,35.0,2.0,2019-01-29,70.0
702,Carolyn Gray,CarolynGray@example.org,Canada,Headphones,14.0,4.0,1981-12-02,56.0
703,William Cross,WilliamCross@example.com,Usa,Tablet,60.0,4.0,2007-12-10,240.0
704,Timothy Green,TimothyGreen@example.com,Uk,Headphones,14.0,3.0,1983-10-30,42.0
705,Manuel Zimmerman,ManuelZimmerman@example.net,Usa,Phone,20.0,3.0,1974-11-23,60.0
706,Dr. Tina Blake DDS,Dr.TinaBlakeDDS@example.org,India,Headphones,21.0,3.0,2000-08-04,63.0
707,Tonya Kramer,TonyaKramer@example.org,Canada,Keyboard,10.0,2.0,1982-05-12,20.0
708,Eugene Clark,EugeneClark@example.org,Uk,Tablet,90.0,1.0,2020-07-31,90.0
709,Michael Foster,MichaelFoster@example.com,India,Headphones,35.0,1.0,2015-03-05,35.0
710,Zachary Fleming,ZacharyFleming@example.org,Usa,Laptop,400.0,1.0,2002-06-21,400.0
711,Megan Ruiz,MeganRuiz@example.com,Usa,Headphones,28.0,2.0,2009-08-07,56.0
712,Michael Nelson,MichaelNelson@example.org,Uk,Keyboard,25.0,2.0,2015-12-18,50.0
713,Joel Graham,JoelGraham@example.org,Usa,Tablet,30.0,1.0,1983-12-31,30.0
714,Jacqueline Garcia,JacquelineGarcia@example.org,Bangladesh,Phone,80.0,1.0,2009-12-17,80.0
715,Troy Clark,TroyClark@example.net,Usa,Monitor,40.0,3.0,2003-05-01,120.0
716,Michelle Gonzalez,MichelleGonzalez@example.org,Bangladesh,Headphones,21.0,2.0,1997-07-02,42.0
717,Donna Greene,DonnaGreene@example.com,Usa,Phone,100.0,4.0,2013-10-05,400.0
718,Mary Navarro,MaryNavarro@example.com,Bangladesh,Keyboard,15.0,2.0,1994-10-09,30.0
719,Angela Carpenter,AngelaCarpenter@example.com,Usa,Phone,60.0,4.0,1993-09-28,240.0
720,Daniel Hickman,DanielHickman@example.com,Usa,Tablet,75.0,3.0,2012-01-22,225.0
721,Christine Lester,ChristineLester@example.org,Bangladesh,Laptop,100.0,3.0,1973-11-18,300.0
722,Nicholas Levy,NicholasLevy@example.net,Uk,Phone,40.0,2.0,1986-04-19,80.0
723,Christine Johnson MD,ChristineJohnsonMD@example.com,Usa,Keyboard,10.0,4.0,1989-07-15,40.0
724,Ronald Roy,RonaldRoy@example.net,Usa,Phone,100.0,3.0,2011-11-15,300.0
725,Monica Cruz,MonicaCruz@example.net,Canada,Laptop,500.0,1.0,2011-04-15,500.0
726,Sara Hughes,SaraHughes@example.com,Uk,Laptop,300.0,2.0,1994-01-02,600.0
727,Julie Nguyen,JulieNguyen@example.org,Usa,Laptop,100.0,3.0,1974-09-25,300.0
728,Mrs. Janet Arroyo MD,Mrs.JanetArroyoMD@example.org,Usa,Laptop,300.0,2.0,2000-04-14,600.0
729,Benjamin Garcia,BenjaminGarcia@example.org,Usa,Monitor,10.0,1.0,1974-07-13,10.0
730,Chloe Brown MD,ChloeBrownMD@example.net,Uk,Keyboard,10.0,4.0,1984-02-10,40.0
731,Tyler Whitaker,TylerWhitaker@example.org,Uk,Monitor,30.0,1.0,1994-08-11,30.0
732,Richard Smith,RichardSmith@example.org,Germany,Monitor,30.0,1.0,1995-09-18,30.0
733,Melissa Stevens,MelissaStevens@example.net,Germany,Tablet,30.0,4.0,1988-05-15,120.0
734,Elizabeth Boyer,ElizabethBoyer@example.net,Germany,Phone,100.0,2.0,2011-07-19,200.0
735,Morgan Howell,MorganHowell@example.org,Uk,Laptop,400.0,1.0,2007-04-06,400.0
736,Anna Gregory,AnnaGregory@example.net,Usa,Monitor,60.0,3.0,2023-08-29,180.0
737,Michael Harris,MichaelHarris@example.org,Usa,Keyboard,20.0,1.0,2008-11-16,20.0
738,Henry Wilson,HenryWilson@example.net,India,Laptop,500.0,1.0,2010-04-04,500.0
739,April Greer,AprilGreer@example.net,Usa,Keyboard,20.0,2.0,2002-03-26,40.0
740,Thomas Hill,ThomasHill@example.org,Usa,Keyboard,20.0,3.0,2003-12-19,60.0
741,Steven Russell,StevenRussell@example.org,Usa,Phone,100.0,4.0,2012-01-14,400.0
742,Roger Ray,RogerRay@example.com,India,Keyboard,10.0,3.0,1984-06-29,30.0
743,Joshua Cardenas IV,JoshuaCardenasIV@example.com,Bangladesh,Laptop,300.0,2.0,2000-05-10,600.0
744,Paul Pace,PaulPace@example.net,Canada,Headphones,28.0,2.0,2005-08-05,56.0
745,Christian Rios,ChristianRios@example.org,Uk,Headphones,42.0,3.0,2025-04-16,126.0
746,Lisa Robertson,LisaRobertson@example.com,India,Tablet,60.0,1.0,2004-11-15,60.0
747,Tina Smith,TinaSmith@example.com,Usa,Tablet,30.0,3.0,1985-08-06,90.0
748,Alexander Thompson,AlexanderThompson@example.com,Germany,Phone,80.0,1.0,2001-11-14,80.0
749,Michael Taylor,MichaelTaylor@example.com,Uk,Monitor,40.0,3.0,2008-10-10,120.0
750,Tyler Whitaker,TylerWhitaker@example.org,Uk,Keyboard,5.0,4.0,1970-05-21,20.0
751,Melissa Jackson,MelissaJackson@example.com,Usa,Headphones,21.0,2.0,2000-06-27,42.0
752,Melissa Simpson,MelissaSimpson@example.com,Usa,Keyboard,15.0,2.0,1991-01-02,30.0
753,April Shelton,AprilShelton@example.net,Usa,Phone,100.0,1.0,2011-03-13,100.0
754,James Rubio,JamesRubio@example.org,Germany,Phone,60.0,2.0,1995-06-27,120.0
755,Rebecca Ortiz,RebeccaOrtiz@example.com,Germany,Headphones,14.0,4.0,1984-04-23,56.0
756,Derrick Pearson,DerrickPearson@example.com,Canada,Keyboard,10.0,3.0,1985-01-29,30.0
757,Karen Miller,KarenMiller@example.org,Canada,Laptop,500.0,1.0,2011-02-01,500.0
758,Tyler Whitaker,TylerWhitaker@example.org,Uk,Laptop,400.0,3.0,2006-09-02,1200.0
759,Summer Sexton,SummerSexton@example.org,Canada,Tablet,90.0,3.0,2021-02-12,270.0
760,Zachary Carney,ZacharyCarney@example.org,Germany,Keyboard,25.0,3.0,2012-03-11,75.0
761,Sharon Whitaker,SharonWhitaker@example.net,Usa,Keyboard,15.0,3.0,1997-11-14,45.0
762,Connie Mccormick,ConnieMccormick@example.com,Uk,Monitor,30.0,1.0,1997-06-25,30.0
763,Mr. Chad Stephens,Mr.ChadStephens@example.org,Uk,Keyboard,15.0,3.0,1998-03-09,45.0
764,Dawn Lopez,DawnLopez@example.org,Usa,Monitor,60.0,3.0,2024-05-22,180.0
765,Michaela Hansen,MichaelaHansen@example.net,Usa,Laptop,300.0,2.0,2000-10-23,600.0
766,John Larson,JohnLarson@example.org,Usa,Tablet,60.0,1.0,2002-08-09,60.0
767,Monica Macdonald,MonicaMacdonald@example.com,Usa,Headphones,28.0,2.0,2005-12-14,56.0
768,Craig Castillo,CraigCastillo@example.com,Usa,Keyboard,25.0,2.0,2012-02-23,50.0
769,Dalton Mata,DaltonMata@example.org,Bangladesh,Phone,60.0,2.0,1994-04-06,120.0
770,Donna Lewis,DonnaLewis@example.net,Usa,Phone,80.0,4.0,2005-05-05,320.0
771,Harold Johnson,HaroldJohnson@example.org,Usa,Tablet,45.0,4.0,1997-06-28,180.0
772,Dustin Garrett,DustinGarrett@example.org,Uk,Phone,60.0,4.0,1995-12-15,240.0
773,Kenneth Anderson,KennethAnderson@example.net,Usa,Laptop,100.0,1.0,1980-01-10,100.0
774,Cody Norris,CodyNorris@example.net,Usa,Phone,100.0,1.0,2014-05-11,100.0
775,Tyler Whitaker,TylerWhitaker@example.com,Uk,Monitor,60.0,3.0,2021-08-25,180.0
776,Michael Crawford,MichaelCrawford@example.org,Usa,Laptop,200.0,4.0,1986-11-01,800.0
777,Leon Price,LeonPrice@example.net,Bangladesh,Tablet,45.0,4.0,1995-05-08,180.0
778,Kimberly Welch,KimberlyWelch@example.org,Bangladesh,Laptop,100.0,3.0,1976-10-20,300.0
779,Tyler Whitaker,TylerWhitaker@example.org,Germany,Tablet,30.0,4.0,1987-11-10,120.0
780,David Perez,DavidPerez@example.com,Germany,Headphones,28.0,1.0,2004-11-10,28.0
781,Jeremy Tucker,JeremyTucker@example.org,India,Laptop,400.0,2.0,2003-05-23,800.0
782,Chad Barnes,ChadBarnes@example.org,Bangladesh,Headphones,35.0,3.0,2011-12-11,105.0
783,Jacqueline Adams,JacquelineAdams@example.net,Usa,Monitor,60.0,4.0,2023-11-09,240.0
784,Dawn Jones,DawnJones@example.com,Uk,Monitor,30.0,1.0,1996-02-20,30.0
785,Mary Weeks,MaryWeeks@example.com,Canada,Phone,100.0,3.0,2018-12-28,300.0
786,Andrew Padilla,AndrewPadilla@example.org,Usa,Keyboard,25.0,1.0,2013-12-18,25.0
787,Miss Amber Mills DDS,MissAmberMillsDDS@example.com,Uk,Headphones,35.0,4.0,2014-03-07,140.0
788,Michelle Jones,MichelleJones@example.com,Uk,Keyboard,25.0,2.0,2014-12-21,50.0
789,Hannah Henderson,HannahHenderson@example.com,India,Laptop,400.0,1.0,2002-03-01,400.0
790,Daniel Alvarez,DanielAlvarez@example.com,Usa,Headphones,7.0,2.0,1971-10-24,14.0
791,Roy Price,RoyPrice@example.net,Usa,Monitor,30.0,1.0,1991-04-17,30.0
792,Samuel Strickland,SamuelStrickland@example.org,Canada,Monitor,50.0,3.0,2015-02-11,150.0
793,Carmen Moore,CarmenMoore@example.net,Bangladesh,Headphones,35.0,4.0,2018-05-14,140.0
794,Dawn Jones,DawnJones@example.com,Uk,Monitor,30.0,4.0,1992-01-26,120.0
795,Laura Hansen,LauraHansen@example.net,Usa,Laptop,100.0,1.0,1973-01-06,100.0
796,Kevin Lopez,KevinLopez@example.com,Uk,Laptop,400.0,1.0,2002-09-21,400.0
797,Jessica Bird,JessicaBird@example.net,Usa,Keyboard,20.0,2.0,2002-07-21,40.0
798,Tanner Brown,TannerBrown@example.com,Uk,Monitor,40.0,2.0,2004-10-21,80.0
799,William Ingram,WilliamIngram@example.com,India,Tablet,45.0,4.0,1999-12-18,180.0
800,Patricia Tran,PatriciaTran@example.com,Usa,Phone,100.0,4.0,2014-09-18,400.0
801,David Wallace,DavidWallace@example.net,Usa,Monitor,50.0,1.0,2014-04-01,50.0
802,Randall Ruiz,RandallRuiz@example.org,Uk,Keyboard,15.0,1.0,1992-12-20,15.0
803,Michelle Rodriguez,MichelleRodriguez@example.com,Uk,Phone,100.0,1.0,2018-08-23,100.0
804,Mitchell Donovan,MitchellDonovan@example.com,Germany,Tablet,15.0,2.0,1974-05-31,30.0
805,Tyler Whitaker,TylerWhitaker@example.com,Usa,Laptop,200.0,3.0,1987-02-11,600.0
806,Martha Nguyen,MarthaNguyen@example.net,Uk,Monitor,30.0,2.0,1998-03-25,60.0
807,Corey Edwards,CoreyEdwards@example.com,Canada,Laptop,300.0,3.0,2000-03-08,900.0
808,Herbert Martinez,HerbertMartinez@example.com,Canada,Keyboard,15.0,1.0,2000-12-12,15.0
809,Kenneth Johnson,KennethJohnson@example.com,Germany,Laptop,100.0,4.0,1979-11-11,400.0
810,Jason Herrera,JasonHerrera@example.net,Usa,Phone,60.0,3.0,1997-09-08,180.0
811,Sharon Garcia,SharonGarcia@example.org,Bangladesh,Keyboard,10.0,2.0,1987-01-11,20.0
812,Amy Armstrong,AmyArmstrong@example.com,Uk,Laptop,600.0,1.0,2021-12-03,600.0
813,Jason Duffy,JasonDuffy@example.com,Canada,Laptop,400.0,3.0,2008-11-10,1200.0
814,Joshua Higgins,JoshuaHiggins@example.com,Canada,Tablet,75.0,3.0,2011-06-08,225.0
815,Katherine Rodriguez,KatherineRodriguez@example.com,Germany,Tablet,75.0,2.0,2010-12-03,150.0
816,Willie Castillo,WillieCastillo@example.org,Germany,Phone,20.0,2.0,1973-02-01,40.0
817,Roberto Bryant,RobertoBryant@example.net,Usa,Headphones,35.0,3.0,2016-08-21,105.0
818,Nicholas Wilson,NicholasWilson@example.com,Bangladesh,Phone,60.0,3.0,1996-05-11,180.0
819,William Burnett,WilliamBurnett@example.org,Usa,Keyboard,20.0,1.0,2005-08-12,20.0
820,Eric Ball,EricBall@example.com,India,Headphones,7.0,3.0,1979-08-16,21.0
821,Joseph Lewis,JosephLewis@example.org,India,Phone,80.0,4.0,2007-02-27,320.0
822,April Salas,AprilSalas@example.net,Canada,Tablet,60.0,1.0,2008-10-14,60.0
823,Thomas Perez,ThomasPerez@example.com,Uk,Laptop,100.0,3.0,1979-07-23,300.0
824,Michael Moore,MichaelMoore@example.org,Uk,Headphones,35.0,1.0,2011-04-16,35.0
825,Morgan Miranda,MorganMiranda@example.org,Usa,Monitor,40.0,4.0,2007-06-22,160.0
